ID_CLIENTE,TRANSCRICAO_LIGACAO_CLIENTE,DATETIME_TRANSCRICAO_LIGACAO,TARGET_CHURN
CLI0292,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-11 18:42:00,0
CLI0292,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-11-14 13:10:00,0
CLI0293,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-10 08:06:00,0
CLI0293,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-10-12 12:14:00,0
CLI0293,"Atendente: Central de ajuda. Cliente: Comprei uma TV nova e não consigo conectar no Wi-Fi. Atendente: Fique tranquilo, vou te guiar passo a passo. O senhor está com o controle da TV em mãos? Cliente: Sim... Ah, consegui achar a rede! Deu certo, o atendimento de vocês é ótimo.",2025-11-02 16:47:00,0
CLI0293,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-11-08 16:35:00,0
CLI0293,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-11-23 17:44:00,0
CLI0294,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-10-11 17:44:00,0
CLI0294,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-10-17 16:09:00,0
CLI0294,"Atendente: Boa tarde. Cliente: Preciso da segunda via do boleto. Atendente: Claro, acabei de enviar para o seu WhatsApp cadastrado e também te ensinei como pegar direto pelo nosso app para as próximas vezes. Cliente: Chegou aqui no WhatsApp, muito fácil. Valeu!",2025-10-31 13:01:00,0
CLI0294,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-11-04 15:06:00,0
CLI0294,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-11-06 12:26:00,0
CLI0295,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-07 10:22:00,0
CLI0295,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-10-14 12:21:00,0
CLI0296,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-27 15:06:00,0
CLI0296,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-30 15:46:00,0
CLI0296,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-07 15:20:00,0
CLI0297,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-09 08:54:00,0
CLI0297,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-10-15 13:41:00,0
CLI0297,"Atendente: Central de ajuda. Cliente: Comprei uma TV nova e não consigo conectar no Wi-Fi. Atendente: Fique tranquilo, vou te guiar passo a passo. O senhor está com o controle da TV em mãos? Cliente: Sim... Ah, consegui achar a rede! Deu certo, o atendimento de vocês é ótimo.",2025-11-22 09:43:00,0
CLI0297,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-11-27 10:59:00,0
CLI0298,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-10-25 16:27:00,0
CLI0298,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-11-08 15:14:00,0
CLI0298,"Atendente: Boa tarde. Cliente: Preciso da segunda via do boleto. Atendente: Claro, acabei de enviar para o seu WhatsApp cadastrado e também te ensinei como pegar direto pelo nosso app para as próximas vezes. Cliente: Chegou aqui no WhatsApp, muito fácil. Valeu!",2025-11-19 14:40:00,0
CLI0299,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-10-18 14:01:00,0
CLI0299,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-10-20 17:56:00,0
CLI0299,"Atendente: Boa tarde. Cliente: Preciso da segunda via do boleto. Atendente: Claro, acabei de enviar para o seu WhatsApp cadastrado e também te ensinei como pegar direto pelo nosso app para as próximas vezes. Cliente: Chegou aqui no WhatsApp, muito fácil. Valeu!",2025-11-02 11:28:00,0
CLI0300,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-15 09:36:00,0
CLI0300,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-12 09:51:00,0
CLI0300,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-16 13:20:00,0
CLI0300,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-16 16:11:00,0
CLI0300,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-29 11:29:00,0
CLI0301,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-05 18:20:00,0
CLI0301,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-10-18 17:24:00,0
CLI0301,"Atendente: Central de ajuda. Cliente: Comprei uma TV nova e não consigo conectar no Wi-Fi. Atendente: Fique tranquilo, vou te guiar passo a passo. O senhor está com o controle da TV em mãos? Cliente: Sim... Ah, consegui achar a rede! Deu certo, o atendimento de vocês é ótimo.",2025-10-27 17:25:00,0
CLI0301,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-29 17:07:00,0
CLI0302,"Atendente: Relacionamento. Cliente: Quero cancelar, vi uma promoção da concorrência por 79 reais. Atendente: O senhor é nosso cliente há 3 anos e não queremos perdê-lo. Se o senhor continuar conosco, eu cubro a oferta para 79 reais e ainda dobro sua velocidade de 250 para 500 mega sem custo de instalação. Cliente: Bom, se dobrar a velocidade e manter esse preço, eu não preciso ter a dor de cabeça de trocar de operadora. Eu aceito.",2025-10-06 18:45:00,0
CLI0302,"Atendente: Boa tarde, posso ajudar? Cliente: Estou desempregado e preciso cancelar, não consigo pagar os 150 mensais. Atendente: Sinto muito pela situação. Temos um plano 'Essencial' de 50 reais que mantém o senhor conectado até as coisas melhorarem. Podemos migrar temporariamente? Cliente: Isso ajudaria demais, eu preciso da internet para mandar currículos. Pode alterar para esse de 50.",2025-10-21 12:58:00,0
CLI0302,"Atendente: Relacionamento. Cliente: Quero cancelar, vi uma promoção da concorrência por 79 reais. Atendente: O senhor é nosso cliente há 3 anos e não queremos perdê-lo. Se o senhor continuar conosco, eu cubro a oferta para 79 reais e ainda dobro sua velocidade de 250 para 500 mega sem custo de instalação. Cliente: Bom, se dobrar a velocidade e manter esse preço, eu não preciso ter a dor de cabeça de trocar de operadora. Eu aceito.",2025-10-31 17:37:00,0
CLI0302,"Atendente: Boa tarde, posso ajudar? Cliente: Estou desempregado e preciso cancelar, não consigo pagar os 150 mensais. Atendente: Sinto muito pela situação. Temos um plano 'Essencial' de 50 reais que mantém o senhor conectado até as coisas melhorarem. Podemos migrar temporariamente? Cliente: Isso ajudaria demais, eu preciso da internet para mandar currículos. Pode alterar para esse de 50.",2025-11-18 09:43:00,0
CLI0303,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-11-10 10:23:00,0
CLI0303,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-11-14 10:32:00,0
CLI0303,"Atendente: Boa tarde. Cliente: Preciso da segunda via do boleto. Atendente: Claro, acabei de enviar para o seu WhatsApp cadastrado e também te ensinei como pegar direto pelo nosso app para as próximas vezes. Cliente: Chegou aqui no WhatsApp, muito fácil. Valeu!",2025-11-22 14:26:00,0
CLI0303,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-11-22 17:08:00,0
CLI0304,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-16 18:59:00,0
CLI0304,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-20 10:35:00,0
CLI0304,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-26 10:31:00,0
CLI0304,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-29 12:08:00,0
CLI0304,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-18 10:20:00,0
CLI0305,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-05 08:31:00,0
CLI0305,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-07 10:12:00,0
CLI0306,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-15 15:31:00,0
CLI0306,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-17 10:05:00,0
CLI0306,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-10-29 17:01:00,0
CLI0306,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-03 08:17:00,0
CLI0306,"Atendente: Olá, aqui é da operadora. Identificamos uma falha no equipamento da sua rua e a internet oscilou durante a madrugada. Já consertamos, mas ligamos para confirmar se está tudo ok e informar que daremos desconto de 1 dia na sua fatura. Cliente: Nossa, eu nem tinha percebido a queda, estava dormindo! Mas achei muito bacana vocês avisarem e darem o desconto. Parabéns pelo serviço.",2025-11-03 11:18:00,0
CLI0307,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-10-11 15:35:00,0
CLI0307,"Atendente: Como posso ajudar? Cliente: Paguei minha conta em duplicidade sem querer. Atendente: Não se preocupe. O sistema já identificou o pagamento a maior. O valor ficará como crédito e abaterá automaticamente a fatura do mês que vem. Cliente: Que alívio! Muito prático, obrigado.",2025-10-24 16:07:00,0
CLI0307,"Atendente: Boa tarde. Cliente: Preciso da segunda via do boleto. Atendente: Claro, acabei de enviar para o seu WhatsApp cadastrado e também te ensinei como pegar direto pelo nosso app para as próximas vezes. Cliente: Chegou aqui no WhatsApp, muito fácil. Valeu!",2025-10-31 17:07:00,0
CLI0307,"Atendente: Setor financeiro. Cliente: Minha primeira conta veio muito mais alta que o combinado! Atendente: Entendo sua preocupação. Deixe-me explicar: como o senhor instalou no dia 15, essa conta cobra os 15 dias do mês passado mais o mês atual inteiro. É o pagamento pró-rata. As próximas virão no valor normal de 99 reais. Cliente: Ah, entendi! O instalador não tinha me explicado isso. Sendo assim, tudo bem, vou pagar.",2025-11-19 12:49:00,0
CLI0308,"Atendente: Relacionamento. Cliente: Quero cancelar, vi uma promoção da concorrência por 79 reais. Atendente: O senhor é nosso cliente há 3 anos e não queremos perdê-lo. Se o senhor continuar conosco, eu cubro a oferta para 79 reais e ainda dobro sua velocidade de 250 para 500 mega sem custo de instalação. Cliente: Bom, se dobrar a velocidade e manter esse preço, eu não preciso ter a dor de cabeça de trocar de operadora. Eu aceito.",2025-10-12 15:34:00,0
CLI0308,"Atendente: Boa tarde, posso ajudar? Cliente: Estou desempregado e preciso cancelar, não consigo pagar os 150 mensais. Atendente: Sinto muito pela situação. Temos um plano 'Essencial' de 50 reais que mantém o senhor conectado até as coisas melhorarem. Podemos migrar temporariamente? Cliente: Isso ajudaria demais, eu preciso da internet para mandar currículos. Pode alterar para esse de 50.",2025-10-14 11:27:00,0
CLI0309,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-05 15:16:00,0
CLI0309,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-11-10 13:55:00,0
CLI0309,"Atendente: Central de ajuda. Cliente: Comprei uma TV nova e não consigo conectar no Wi-Fi. Atendente: Fique tranquilo, vou te guiar passo a passo. O senhor está com o controle da TV em mãos? Cliente: Sim... Ah, consegui achar a rede! Deu certo, o atendimento de vocês é ótimo.",2025-11-27 09:28:00,0
CLI0310,"Atendente: Suporte técnico, como posso ajudar? Cliente: Minha internet está muito lenta hoje. Atendente: Vejo aqui que seu roteador está há muito tempo sem atualização. Vou enviar um comando de reset remoto, aguarde na linha. Cliente: Opa, as luzes piscaram... Voltou! Agora sim está rápido. Muito obrigado pela agilidade.",2025-10-09 17:44:00,0
CLI0310,"Atendente: Boa tarde, em que posso ser útil? Cliente: O fio da internet rompeu porque o caminhão passou e puxou. Atendente: Nossa, entendo a urgência. Vou mandar um técnico de emergência agora à tarde, sem custo adicional. Cliente: Perfeito, muito obrigado pela compreensão, aguardo ele.",2025-10-13 13:55:00,0
CLI0310,"Atendente: Central de ajuda. Cliente: Comprei uma TV nova e não consigo conectar no Wi-Fi. Atendente: Fique tranquilo, vou te guiar passo a passo. O senhor está com o controle da TV em mãos? Cliente: Sim... Ah, consegui achar a rede! Deu certo, o atendimento de vocês é ótimo.",2025-11-16 17:40:00,0
